project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,budget_per_proposal,project_category_encoded,client_location_encoded,freelancer_country_encoded,client_rating_category_encoded,experience_level_encoded,experience_quality_interaction,combined_experience_rating,success
7424.0,2.8,16.0,13,3.0,Marketing,France,32.0,USA,3.9,193,436.70588235294116,2,3,8,2,1,39.0,63.36,1
27708.0,3.0,57.0,17,9.0,Marketing,UK,11.0,Ukraine,1.5,300,477.7241379310345,2,8,9,2,1,153.0,95.7,1
20114.0,2.2,12.0,8,8.0,Design,USA,18.0,Pakistan,1.2,160,1547.2307692307693,1,9,5,2,3,64.0,50.88,1
988.0,3.5,49.0,14,5.0,Mobile App,India,45.0,Bangladesh,4.1,127,19.76,3,5,1,2,1,70.0,43.94,1
40382.0,2.2,153.0,2,3.0,Marketing,USA,21.0,India,4.6,315,262.2207792207792,2,9,3,2,0,6.0,96.94,1
26423.0,4.6,84.0,10,7.0,Marketing,Singapore,12.0,Pakistan,4.1,177,310.8588235294118,2,6,5,0,3,70.0,57.74,1
49008.0,3.5,50.0,9,9.0,Design,Canada,20.0,India,4.3,125,960.9411764705883,1,2,3,2,3,81.0,41.92,0
36441.0,2.8,35.0,17,6.0,Marketing,UK,7.0,Nigeria,3.4,173,1012.25,2,8,4,2,1,102.0,58.36,1
29665.0,1.2,70.0,3,3.0,Data Science,Germany,71.0,UK,4.6,34,417.8169014084507,0,4,7,1,2,9.0,12.94,0
2167.0,3.0,99.0,12,5.0,Writing,Canada,2.0,Bangladesh,3.0,238,21.67,5,2,1,2,1,60.0,76.19999999999999,1
26713.0,4.1,24.0,5,7.0,Writing,India,43.0,Pakistan,5.0,40,1068.52,5,5,5,0,2,35.0,15.5,1
4614.0,2.1,10.0,12,8.0,Writing,Brazil,21.0,Australia,1.4,185,419.45454545454544,5,1,0,2,1,96.0,59.66,1
36821.0,4.2,43.0,19,4.0,Marketing,UAE,29.0,Canada,4.2,460,836.8409090909091,2,7,2,0,1,76.0,145.38,0
8261.0,2.0,13.0,4,2.0,Writing,Brazil,32.0,India,3.6,182,590.0714285714286,5,1,3,1,2,8.0,57.24,0
31616.0,4.3,28.0,19,2.0,Mobile App,UK,45.0,UK,3.3,388,1090.2068965517242,3,8,7,0,1,38.0,123.41999999999999,0
34268.0,1.3,73.0,13,3.0,Data Science,India,76.0,Canada,3.9,260,463.0810810810811,0,5,2,1,1,39.0,83.46,1
48906.0,4.5,49.0,12,8.0,Writing,UAE,77.0,Philippines,4.4,405,978.12,5,7,6,0,1,96.0,126.86,1
25926.0,3.0,4.0,13,1.0,Web Development,USA,59.0,USA,4.5,33,5185.2,4,9,8,2,1,13.0,15.600000000000001,0
18272.0,3.0,71.0,7,7.0,Marketing,Brazil,3.0,UK,1.7,448,253.77777777777777,2,1,7,2,3,49.0,137.18,0
38718.0,2.1,68.0,15,6.0,Data Science,Brazil,39.0,Canada,1.8,186,561.1304347826087,0,1,2,2,1,90.0,61.019999999999996,1
4212.0,2.7,87.0,12,2.0,Mobile App,Australia,51.0,Bangladesh,1.1,400,47.86363636363637,3,0,1,2,1,24.0,124.04,0
1867.0,5.0,56.0,14,9.0,Writing,India,8.0,Philippines,1.5,306,32.75438596491228,5,5,6,0,1,126.0,96.6,0
41457.0,1.9,25.0,18,5.0,Mobile App,Brazil,46.0,Australia,2.1,432,1594.5,3,1,0,1,1,90.0,135.84,1
42281.0,1.4,5.0,0,2.0,Marketing,Canada,66.0,Ukraine,3.9,136,7046.833333333333,2,2,9,1,0,0.0,42.36,0
26700.0,3.3,15.0,1,3.0,Writing,UK,6.0,Ukraine,2.9,201,1668.75,5,8,9,2,0,3.0,61.76,1
4226.0,3.0,59.0,17,7.0,Web Development,Canada,58.0,USA,4.0,380,70.43333333333334,4,2,8,2,1,119.0,120.7,0
24116.0,3.1,99.0,18,7.0,Data Science,India,41.0,India,2.9,142,241.16,0,5,3,2,1,126.0,49.160000000000004,0
28223.0,3.7,11.0,7,1.0,Web Development,France,79.0,USA,3.2,108,2351.9166666666665,4,3,8,0,3,7.0,35.78,0
38074.0,2.1,74.0,2,4.0,Writing,UK,54.0,Philippines,1.4,156,507.6533333333333,5,8,6,2,0,8.0,47.959999999999994,0
35458.0,4.6,2.0,13,6.0,Design,France,76.0,Australia,4.1,254,11819.333333333334,1,3,0,0,1,78.0,81.74000000000001,1
9608.0,2.7,62.0,8,8.0,Data Science,Germany,41.0,Ukraine,4.0,180,152.5079365079365,0,4,9,2,3,64.0,58.0,0
12678.0,1.5,63.0,7,3.0,Mobile App,France,48.0,Ukraine,2.2,408,198.09375,3,3,9,1,3,21.0,125.38,0
36143.0,4.0,61.0,16,3.0,Writing,France,70.0,Nigeria,2.3,340,582.9516129032259,5,3,4,0,1,48.0,107.72,1
31824.0,3.6,5.0,15,8.0,Web Development,Singapore,27.0,Pakistan,1.9,464,5304.0,4,6,5,0,1,120.0,144.45999999999998,1
38860.0,2.3,18.0,9,5.0,Marketing,France,47.0,Philippines,4.3,218,2045.2631578947369,2,3,6,2,3,45.0,69.82,0
18324.0,3.5,17.0,9,8.0,Design,Germany,77.0,Philippines,4.0,27,1018.0,1,4,6,2,3,72.0,12.399999999999999,0
45860.0,1.9,79.0,5,1.0,Marketing,Brazil,23.0,India,3.4,150,573.25,2,1,3,1,2,5.0,47.86,0
9427.0,2.8,86.0,16,8.0,Writing,UAE,74.0,Philippines,2.0,358,108.35632183908046,5,7,6,2,1,128.0,112.99999999999999,0
28644.0,4.6,42.0,15,8.0,Mobile App,France,14.0,Nigeria,1.7,99,666.1395348837209,3,3,4,0,1,120.0,34.879999999999995,1
31510.0,1.5,72.0,14,2.0,Web Development,Germany,61.0,Australia,1.2,2,431.64383561643837,4,4,0,1,1,28.0,5.279999999999999,0
22943.0,2.5,2.0,13,9.0,Data Science,Australia,67.0,UK,1.2,32,7647.666666666667,0,0,7,2,1,117.0,13.98,0
14937.0,4.3,71.0,3,7.0,Design,France,76.0,Ukraine,1.7,198,207.45833333333334,1,3,9,0,2,21.0,60.98,0
44798.0,4.9,37.0,3,8.0,Writing,UAE,25.0,Philippines,1.4,68,1178.8947368421052,5,7,6,0,2,24.0,21.86,1
40278.0,2.8,67.0,1,2.0,Writing,UAE,65.0,Pakistan,3.2,89,592.3235294117648,5,7,5,2,0,2.0,28.28,0
11707.0,3.0,75.0,10,5.0,Writing,Australia,24.0,Philippines,2.4,16,154.03947368421052,5,0,6,2,3,50.0,8.76,0
26037.0,3.3,43.0,3,7.0,Writing,Brazil,53.0,Canada,2.8,336,591.75,5,1,2,2,2,21.0,102.82,0
36257.0,4.7,94.0,15,6.0,Web Development,Singapore,73.0,Pakistan,3.4,366,381.65263157894736,4,6,5,0,1,90.0,115.66,1
12540.0,4.4,88.0,3,7.0,Data Science,Canada,50.0,Bangladesh,3.6,322,140.8988764044944,0,2,1,0,2,21.0,98.94,1
42486.0,1.7,79.0,0,1.0,Mobile App,Singapore,1.0,Philippines,3.6,322,531.075,3,6,6,1,0,0.0,98.03999999999999,0
23112.0,2.7,62.0,18,8.0,Design,Canada,39.0,Philippines,2.0,33,366.85714285714283,1,2,6,2,1,144.0,16.1,1
28941.0,2.9,41.0,1,7.0,Writing,France,74.0,India,4.2,263,689.0714285714286,5,3,3,2,0,7.0,80.88,1
6971.0,3.0,63.0,8,4.0,Marketing,Australia,44.0,Canada,4.7,300,108.921875,2,0,2,2,3,32.0,94.28,1
36131.0,3.4,53.0,12,1.0,Writing,India,5.0,UK,2.3,59,669.0925925925926,5,5,7,2,1,12.0,22.22,1
43961.0,3.6,77.0,17,8.0,Data Science,Canada,68.0,Philippines,1.1,183,563.6025641025641,0,2,6,0,1,136.0,60.44,1
27023.0,5.0,76.0,15,7.0,Data Science,UK,72.0,Australia,4.6,325,350.94805194805195,0,8,0,0,1,105.0,103.84,1
31848.0,1.3,70.0,15,8.0,Web Development,UAE,80.0,UK,4.7,356,448.5633802816901,4,7,7,1,1,120.0,113.17999999999999,0
1677.0,1.9,75.0,9,1.0,Web Development,France,65.0,Ukraine,1.2,364,22.06578947368421,4,3,9,1,3,9.0,112.38,1
5260.0,2.6,36.0,8,5.0,Marketing,France,79.0,UK,1.0,405,142.16216216216216,2,3,7,2,3,40.0,124.3,1
33279.0,2.4,3.0,10,9.0,Marketing,UAE,88.0,Pakistan,3.0,416,8319.75,2,7,5,2,3,90.0,129.0,1
22136.0,1.1,1.0,3,5.0,Web Development,USA,15.0,Australia,2.2,433,11068.0,4,9,0,1,2,15.0,131.68,1
16853.0,1.4,98.0,9,3.0,Design,UAE,50.0,Nigeria,4.7,198,170.23232323232324,1,7,4,1,3,27.0,63.98,0
12056.0,3.7,43.0,2,9.0,Marketing,Brazil,6.0,India,1.9,240,274.0,2,1,3,0,0,18.0,73.36,0
28098.0,4.5,66.0,5,9.0,Web Development,India,66.0,Australia,4.4,231,419.3731343283582,4,5,0,0,2,45.0,72.56,0
12063.0,3.1,67.0,2,4.0,Writing,UAE,69.0,Ukraine,1.3,210,177.39705882352942,5,7,9,2,0,8.0,64.12,0
47319.0,3.2,75.0,8,4.0,Web Development,Singapore,39.0,Canada,2.0,367,622.6184210526316,4,6,2,2,3,32.0,113.3,0
44290.0,2.0,82.0,2,8.0,Design,UK,29.0,Nigeria,4.9,429,533.6144578313254,1,8,4,1,0,16.0,131.26,1
8734.0,4.1,73.0,17,7.0,Web Development,Canada,88.0,Ukraine,1.9,51,118.02702702702703,4,2,9,0,1,119.0,21.159999999999997,1
26019.0,4.0,61.0,7,5.0,Web Development,Germany,46.0,Ukraine,1.5,118,419.66129032258067,4,4,9,0,3,35.0,38.1,1
27466.0,3.4,0.0,7,6.0,Writing,Singapore,31.0,Bangladesh,4.4,329,27466.0,5,6,1,2,3,42.0,102.56,0
16673.0,1.9,16.0,14,3.0,Marketing,Brazil,24.0,India,1.5,214,980.7647058823529,2,1,3,1,1,42.0,69.0,0
27487.0,1.4,15.0,12,6.0,Writing,Brazil,15.0,USA,1.4,321,1717.9375,5,1,8,1,1,72.0,100.46,1
13678.0,1.3,8.0,6,8.0,Writing,UAE,76.0,Bangladesh,2.3,148,1519.7777777777778,5,7,1,1,3,48.0,47.12,0
39838.0,3.4,52.0,18,9.0,Web Development,Germany,20.0,Nigeria,3.5,407,751.6603773584906,4,4,4,2,1,162.0,128.9,1
25096.0,4.3,72.0,7,3.0,Writing,India,4.0,UK,3.8,175,343.7808219178082,5,5,7,0,3,21.0,56.12,0
33674.0,3.0,58.0,9,8.0,Data Science,Canada,58.0,USA,4.5,376,570.7457627118644,0,2,8,2,3,72.0,117.3,1
42474.0,2.9,8.0,16,3.0,Mobile App,Australia,77.0,Pakistan,3.2,268,4719.333333333333,3,0,5,2,1,48.0,86.47999999999999,0
4931.0,4.1,11.0,0,2.0,Mobile App,France,61.0,USA,2.6,319,410.9166666666667,3,3,8,0,0,0.0,96.74000000000001,0
28264.0,4.8,40.0,12,5.0,Writing,France,10.0,Bangladesh,2.4,4,689.3658536585366,5,3,1,0,1,60.0,5.76,1
22127.0,2.1,14.0,12,4.0,Marketing,Canada,41.0,Bangladesh,4.4,401,1475.1333333333334,2,2,1,2,1,48.0,125.66,0
39810.0,2.6,65.0,15,5.0,Design,Australia,53.0,Bangladesh,3.9,115,603.1818181818181,1,0,1,2,1,75.0,40.56,0
9406.0,4.7,74.0,8,6.0,Writing,Canada,87.0,Philippines,4.6,202,125.41333333333333,5,2,6,0,3,48.0,64.83999999999999,1
37414.0,3.0,10.0,9,3.0,Marketing,UK,71.0,Philippines,4.9,36,3401.2727272727275,2,8,6,2,3,27.0,15.459999999999999,0
45314.0,3.0,7.0,5,1.0,Writing,Germany,76.0,USA,2.2,53,5664.25,5,4,8,2,2,5.0,18.279999999999998,0
45879.0,4.9,54.0,4,4.0,Web Development,France,48.0,Bangladesh,3.1,287,834.1636363636363,4,3,1,0,2,16.0,88.53999999999999,0
13576.0,3.6,95.0,1,6.0,Marketing,Australia,15.0,India,3.5,283,141.41666666666666,2,0,3,0,0,6.0,86.6,0
49792.0,4.3,5.0,10,2.0,Design,India,7.0,Canada,1.7,85,8298.666666666666,1,5,2,0,3,20.0,29.18,0
38150.0,4.0,52.0,8,2.0,Writing,UAE,72.0,UK,1.2,44,719.811320754717,5,7,7,0,3,16.0,16.08,1
47381.0,3.8,19.0,5,1.0,Data Science,Singapore,71.0,India,4.5,283,2369.05,0,6,3,0,2,5.0,88.19999999999999,0
74910.125,2.2,38.0,7,9.0,Marketing,France,43.0,India,3.1,320,1920.7724358974358,2,3,3,2,3,63.0,99.34,0
6512.0,1.2,98.0,8,3.0,Mobile App,Brazil,4.0,UK,3.0,69,65.77777777777777,3,1,7,1,3,24.0,24.3,0
7651.0,2.4,71.0,8,2.0,Marketing,USA,51.0,Pakistan,3.2,458,106.26388888888889,2,9,5,2,3,16.0,141.08,1
28711.0,3.7,33.0,7,4.0,Data Science,Canada,71.0,Philippines,4.0,41,844.4411764705883,0,2,6,0,3,28.0,16.0,1
27617.0,1.4,56.0,11,6.0,Data Science,India,59.0,USA,1.6,416,484.50877192982455,0,5,8,1,1,66.0,128.74,0
36878.0,1.0,18.0,7,1.0,Data Science,Canada,41.0,Canada,3.5,271,1940.9473684210527,0,2,2,1,3,7.0,84.8,0
43152.0,1.6,70.0,2,9.0,Design,USA,61.0,Australia,2.9,140,607.7746478873239,1,9,0,1,0,18.0,43.76,0
7394.0,3.9,30.0,12,9.0,Design,UK,30.0,UK,4.6,404,238.51612903225808,1,8,7,0,1,108.0,126.63999999999999,0
13967.0,4.9,81.0,18,8.0,Marketing,UAE,18.0,Bangladesh,3.1,58,170.32926829268294,2,7,1,0,1,144.0,24.04,1
31510.0,4.9,39.0,1,6.0,Design,France,30.0,India,4.8,239,787.75,1,3,3,0,0,6.0,73.92,1
49757.0,3.0,13.0,16,4.0,Mobile App,Brazil,7.0,Australia,2.4,46,3554.0714285714284,3,1,0,2,1,64.0,19.56,1
43141.0,4.5,99.0,15,2.0,Web Development,Canada,52.0,UK,4.9,166,431.41,4,2,7,0,1,30.0,56.26,0
12789.0,3.9,80.0,3,8.0,Marketing,Australia,48.0,USA,4.5,109,157.88888888888889,2,0,8,0,2,24.0,35.4,0
45476.0,3.0,36.0,17,7.0,Writing,Canada,23.0,Ukraine,3.3,125,1229.081081081081,5,2,9,2,1,119.0,43.92,1
44096.0,3.3,43.0,13,4.0,Writing,Australia,37.0,UK,2.4,471,1002.1818181818181,5,0,7,2,1,52.0,146.15999999999997,0
23671.0,1.5,8.0,1,3.0,Marketing,UAE,71.0,Australia,2.5,298,2630.1111111111113,2,7,0,1,0,3.0,90.69999999999999,1
35405.0,4.8,57.0,12,6.0,Web Development,Singapore,53.0,Bangladesh,4.1,410,610.4310344827586,4,6,1,0,1,72.0,128.24,1
21329.0,2.4,19.0,19,5.0,Writing,France,45.0,India,3.3,108,1066.45,5,3,3,2,1,95.0,39.42,1
34554.0,2.8,91.0,16,2.0,Marketing,Singapore,49.0,UK,2.6,164,375.5869565217391,2,6,7,2,1,32.0,55.03999999999999,0
48978.0,3.7,49.0,14,7.0,Marketing,Singapore,49.0,Bangladesh,3.5,369,979.56,2,6,1,0,1,98.0,116.3,1
44639.0,2.3,19.0,19,3.0,Data Science,France,82.0,Nigeria,3.9,258,2231.95,0,3,4,2,1,57.0,84.66,0
49213.0,2.0,35.0,4,1.0,Mobile App,France,47.0,UK,1.1,75,1367.0277777777778,3,3,7,1,2,4.0,24.14,0
30234.0,3.5,26.0,6,2.0,Writing,UAE,25.0,Pakistan,1.4,6,1119.7777777777778,5,7,5,2,3,12.0,4.16,1
7552.0,1.1,71.0,17,9.0,Mobile App,Brazil,27.0,Philippines,1.4,185,104.88888888888889,3,1,6,1,1,153.0,61.16,0
4154.0,3.9,31.0,10,7.0,Marketing,Canada,12.0,Pakistan,1.9,275,129.8125,2,2,5,0,3,70.0,86.26,1
23986.0,3.1,0.0,17,7.0,Web Development,UAE,23.0,Australia,2.7,78,23986.0,4,7,0,2,1,119.0,29.58,0
19243.0,3.4,16.0,4,8.0,Marketing,USA,17.0,USA,4.2,64,1131.9411764705883,2,9,8,2,2,32.0,22.08,0
48868.0,3.5,8.0,12,8.0,Writing,Germany,44.0,UK,2.4,114,5429.777777777777,5,4,7,2,1,96.0,38.76,1
24989.0,3.1,83.0,17,9.0,Mobile App,UK,71.0,Bangladesh,1.1,201,297.48809523809524,3,8,1,2,1,153.0,65.84,1
9136.0,3.3,44.0,1,2.0,Data Science,France,24.0,Bangladesh,2.9,141,203.0222222222222,0,3,1,2,0,2.0,43.76,0
6941.0,3.7,95.0,19,8.0,Data Science,Canada,71.0,Pakistan,3.0,462,72.30208333333333,0,2,5,0,1,152.0,145.5,1
25111.0,4.0,65.0,3,8.0,Marketing,Brazil,60.0,Ukraine,2.4,97,380.469696969697,2,1,9,0,2,24.0,30.959999999999997,0
42935.0,3.9,31.0,12,5.0,Web Development,India,53.0,Canada,4.8,304,1341.71875,4,5,2,0,1,60.0,96.72,0
12649.0,4.5,44.0,15,5.0,Design,Brazil,87.0,Philippines,1.4,216,281.0888888888889,1,1,6,0,1,75.0,69.86,1
35066.0,1.8,8.0,5,4.0,Writing,UK,74.0,Nigeria,1.7,478,3896.222222222222,5,8,4,1,2,20.0,145.58,0
42868.0,2.6,29.0,7,5.0,Marketing,USA,16.0,Australia,3.9,73,1428.9333333333334,2,9,0,2,3,35.0,25.56,0
22175.0,4.8,83.0,15,2.0,Data Science,India,25.0,Philippines,3.0,292,263.98809523809524,0,5,6,0,1,30.0,93.3,0
5995.0,2.6,37.0,12,2.0,Data Science,Singapore,66.0,Philippines,4.1,133,157.76315789473685,0,6,6,2,1,24.0,45.14,0
43168.0,1.5,59.0,3,5.0,Web Development,Singapore,50.0,Bangladesh,4.5,261,719.4666666666667,4,6,1,1,2,15.0,81.0,0
14173.0,3.1,0.0,1,3.0,Data Science,France,69.0,Nigeria,2.0,283,14173.0,0,3,4,2,0,3.0,85.99999999999999,1
11630.0,1.4,4.0,8,1.0,Writing,Singapore,78.0,Canada,3.7,101,2326.0,5,6,2,1,3,8.0,34.18,0
23168.0,1.8,62.0,17,9.0,Web Development,Australia,40.0,USA,3.4,376,367.74603174603175,4,0,8,1,1,153.0,119.25999999999999,0
15722.0,5.0,98.0,16,2.0,Mobile App,Canada,6.0,Ukraine,4.4,205,158.8080808080808,3,2,9,0,1,32.0,68.06,1
24169.0,3.2,35.0,7,2.0,Web Development,Australia,64.0,Australia,2.7,140,671.3611111111111,4,0,0,2,3,14.0,45.18,0
74910.125,2.1,64.0,14,4.0,Writing,France,28.0,UK,1.2,12,1152.4634615384616,5,3,7,2,1,56.0,8.28,1
23753.0,5.0,77.0,8,2.0,Writing,UAE,9.0,India,3.3,248,304.52564102564105,5,7,3,0,3,16.0,78.11999999999999,1
9935.0,4.9,72.0,16,7.0,Mobile App,UK,6.0,Australia,4.8,122,136.0958904109589,3,8,0,0,1,112.0,43.32,1
29052.0,2.8,93.0,1,1.0,Marketing,India,17.0,USA,1.1,9,309.06382978723406,2,5,8,2,0,1.0,3.4399999999999995,1
37884.0,2.0,23.0,5,2.0,Web Development,India,40.0,Philippines,2.0,79,1578.5,4,5,6,1,2,10.0,26.0,0
16893.0,4.4,3.0,4,5.0,Writing,Singapore,76.0,Australia,2.3,166,4223.25,5,6,0,0,2,20.0,51.919999999999995,0
11117.0,3.9,77.0,16,2.0,Writing,Canada,45.0,Ukraine,4.1,98,142.52564102564102,5,2,9,0,1,32.0,35.839999999999996,1
39020.0,3.7,88.0,1,9.0,Mobile App,Germany,82.0,Nigeria,2.3,206,438.4269662921348,3,4,4,0,0,9.0,63.019999999999996,0
10352.0,3.0,67.0,17,4.0,Design,Brazil,43.0,Ukraine,2.0,150,152.23529411764707,1,1,9,2,1,68.0,50.9,1
31901.0,3.8,24.0,9,9.0,Web Development,India,46.0,USA,3.6,36,1276.04,4,5,8,0,3,81.0,14.939999999999998,0
6795.0,2.1,73.0,9,1.0,Writing,UK,63.0,Ukraine,1.2,376,91.82432432432432,5,8,9,2,3,9.0,115.97999999999999,0
36493.0,3.8,98.0,5,1.0,Data Science,UK,1.0,India,1.7,263,368.6161616161616,0,8,3,0,2,5.0,81.08,0
34584.0,2.2,6.0,11,1.0,Mobile App,Australia,59.0,USA,2.6,473,4940.571428571428,3,0,8,2,1,11.0,146.24,1
45605.0,4.0,12.0,16,4.0,Design,Australia,63.0,Nigeria,2.4,443,3508.076923076923,1,0,4,0,1,64.0,138.66,0
40075.0,3.5,67.0,12,9.0,Design,France,79.0,Nigeria,2.4,341,589.3382352941177,1,3,4,2,1,108.0,106.86,1
36951.0,1.3,42.0,19,8.0,Mobile App,USA,18.0,Philippines,1.4,4,859.3255813953489,3,9,6,1,1,152.0,7.46,0
7727.0,3.1,56.0,15,7.0,Design,Germany,86.0,Philippines,2.4,377,135.56140350877192,1,4,6,2,1,105.0,118.55999999999999,1
32410.0,2.4,35.0,9,1.0,Writing,Singapore,82.0,USA,4.2,225,900.2777777777778,5,6,8,2,3,9.0,71.88,0
36541.0,2.3,13.0,1,3.0,Design,UK,65.0,Nigeria,2.7,26,2610.0714285714284,1,8,4,2,0,3.0,9.18,0
74910.125,3.4,81.0,1,9.0,Web Development,India,20.0,USA,3.3,123,913.5381097560976,4,5,8,2,0,9.0,38.519999999999996,0
645.0,2.3,71.0,6,9.0,Data Science,Brazil,56.0,Philippines,1.7,402,8.958333333333334,0,1,6,2,3,54.0,123.08,0
38278.0,4.1,95.0,5,5.0,Writing,Brazil,54.0,Nigeria,1.3,426,398.7291666666667,5,1,4,0,2,25.0,129.82,0
16535.0,1.3,26.0,0,6.0,Mobile App,Australia,48.0,Nigeria,4.5,298,612.4074074074074,3,0,4,1,0,0.0,91.19999999999999,0
3540.0,3.6,36.0,11,6.0,Data Science,Australia,54.0,India,2.3,34,95.67567567567568,0,0,3,0,1,66.0,14.419999999999998,0
42922.0,4.2,86.0,12,4.0,Marketing,UAE,89.0,Pakistan,2.4,236,493.35632183908046,2,7,5,0,1,48.0,75.36,0
26660.0,3.7,70.0,11,1.0,Writing,Germany,16.0,UK,4.5,467,375.49295774647885,5,4,7,0,1,11.0,145.2,1
18133.0,3.0,75.0,18,5.0,Data Science,France,20.0,UK,3.8,498,238.5921052631579,0,3,7,2,1,90.0,156.32,1
29844.0,4.8,24.0,8,1.0,Design,Singapore,47.0,Bangladesh,4.0,310,1193.76,1,6,1,0,3,8.0,97.0,1
17514.0,2.2,66.0,9,1.0,Marketing,Canada,7.0,Nigeria,3.7,316,261.4029850746269,2,2,4,2,3,9.0,98.97999999999999,0
15496.0,1.1,89.0,16,5.0,Mobile App,UK,23.0,USA,1.4,302,172.17777777777778,3,8,8,1,1,80.0,95.96,0
49604.0,2.7,3.0,17,5.0,Mobile App,Canada,75.0,Bangladesh,4.8,101,12401.0,3,2,1,2,1,85.0,37.31999999999999,1
42121.0,1.1,99.0,7,7.0,Web Development,UAE,33.0,India,4.6,76,421.21,4,7,3,1,3,49.0,26.740000000000002,0
12195.0,4.8,78.0,6,2.0,Design,Singapore,40.0,Philippines,1.9,311,154.36708860759492,1,6,6,0,3,12.0,95.86,0
3352.0,1.8,95.0,8,6.0,Web Development,Brazil,5.0,Bangladesh,4.2,81,34.916666666666664,4,1,1,1,3,48.0,28.380000000000003,1
16514.0,4.2,92.0,9,2.0,Web Development,India,45.0,Pakistan,2.6,145,177.56989247311827,4,5,5,0,3,18.0,47.24,1
27542.0,4.1,73.0,11,5.0,Design,UAE,41.0,Pakistan,3.7,192,372.18918918918916,1,7,5,0,1,55.0,62.379999999999995,1
34255.0,1.9,84.0,14,4.0,Writing,France,8.0,Pakistan,1.7,223,403.0,5,3,5,1,1,56.0,71.77999999999999,0
40890.0,3.5,15.0,14,5.0,Marketing,Singapore,81.0,Ukraine,3.2,52,2555.625,2,6,9,2,1,70.0,21.08,0
24211.0,1.2,18.0,3,2.0,Web Development,Australia,82.0,Philippines,1.5,344,1274.2631578947369,4,0,6,1,2,6.0,104.7,0
26622.0,2.9,28.0,3,8.0,Data Science,Brazil,50.0,India,3.1,84,918.0,0,1,3,2,2,24.0,27.34,0
9660.0,1.1,50.0,0,8.0,Marketing,Canada,31.0,Bangladesh,2.0,474,189.41176470588235,2,2,1,1,0,0.0,143.0,1
27713.0,4.7,17.0,11,6.0,Writing,Singapore,4.0,UK,2.8,394,1539.611111111111,5,6,7,0,1,66.0,122.61999999999999,0
39920.0,4.9,57.0,1,3.0,Design,UAE,66.0,Bangladesh,3.7,367,688.2758620689655,1,7,1,0,0,3.0,111.88,0
7921.0,3.0,43.0,14,4.0,Mobile App,France,56.0,Pakistan,4.5,128,180.02272727272728,3,3,5,2,1,56.0,44.4,1
21900.0,1.8,15.0,16,1.0,Writing,USA,5.0,Bangladesh,1.7,210,1368.75,5,9,1,1,1,16.0,68.48,0
34037.0,4.0,64.0,6,9.0,Web Development,UK,81.0,India,4.6,351,523.6461538461539,4,8,3,0,3,54.0,108.94,1
18227.0,2.0,1.0,5,5.0,Data Science,Singapore,54.0,Australia,2.6,263,9113.5,0,6,0,1,2,25.0,81.44,0
47382.0,4.6,55.0,11,8.0,Marketing,India,80.0,Bangladesh,4.4,402,846.1071428571429,2,5,1,0,1,88.0,125.66,0
4858.0,3.3,78.0,18,3.0,Design,USA,1.0,India,3.1,182,61.49367088607595,1,9,3,2,1,54.0,61.24,0
28982.0,2.4,27.0,0,4.0,Mobile App,Singapore,76.0,Nigeria,4.4,271,1035.0714285714287,3,6,4,2,0,0.0,83.06,0
32617.0,4.3,64.0,13,4.0,Marketing,USA,83.0,UK,3.7,226,501.8,2,9,7,0,1,52.0,73.17999999999999,0
23664.0,3.0,4.0,3,5.0,Data Science,UAE,73.0,Pakistan,3.0,321,4732.8,0,7,5,2,2,15.0,98.39999999999999,1
32410.0,4.6,21.0,4,9.0,Mobile App,India,61.0,Nigeria,2.3,11,1473.1818181818182,3,5,4,0,2,36.0,5.42,1
32996.0,4.7,99.0,0,3.0,Design,Germany,7.0,Bangladesh,4.9,92,329.96,1,4,1,0,0,0.0,29.56,0
44811.0,1.7,12.0,0,7.0,Marketing,USA,30.0,India,4.2,329,3447.0,2,9,3,1,0,0.0,100.38000000000001,1
29871.0,1.0,64.0,5,5.0,Writing,UK,15.0,Pakistan,2.5,189,459.55384615384617,5,8,5,1,2,25.0,59.199999999999996,0
38967.0,4.9,15.0,4,2.0,Web Development,France,4.0,Bangladesh,1.7,85,2435.4375,4,3,1,0,2,8.0,27.38,1
18125.0,4.6,85.0,1,4.0,Design,UK,63.0,Australia,4.1,353,210.75581395348837,1,8,0,0,0,4.0,107.83999999999999,0
34393.0,1.2,63.0,4,3.0,Data Science,India,70.0,India,5.0,441,537.390625,0,5,3,1,2,12.0,135.49999999999997,0
11293.0,4.3,31.0,8,8.0,Writing,Singapore,38.0,Ukraine,2.1,276,352.90625,5,6,9,0,3,64.0,86.03999999999999,0
31507.0,2.8,79.0,18,4.0,Marketing,India,47.0,USA,4.7,292,393.8375,2,5,8,2,1,72.0,94.88,0
26266.0,2.0,50.0,14,9.0,Mobile App,Canada,60.0,USA,1.5,260,515.0196078431372,3,2,8,1,1,126.0,82.8,1
40032.0,4.5,78.0,12,1.0,Writing,Germany,2.0,Bangladesh,4.8,197,506.73417721518985,5,4,1,0,1,12.0,64.61999999999999,0
12823.0,1.8,57.0,11,1.0,Writing,France,69.0,Australia,4.0,415,221.08620689655172,5,3,0,1,1,11.0,129.4,0
46299.0,4.8,45.0,4,4.0,Data Science,Brazil,8.0,Bangladesh,2.4,322,1006.5,0,1,1,0,2,16.0,98.75999999999999,0
