project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,success,budget_per_proposal,client_rating_category,experience_level
6272.0,3.5,35.0,18,1.0,Data Science,UK,64.0,USA,2.8,310,0,174.22222222222223,Medium,Expert
48744.0,1.1,32.0,3,5.0,Web Development,UAE,41.0,India,2.2,235,0,1477.090909090909,Low,Junior
49019.0,3.6,32.0,18,8.0,Design,India,54.0,Pakistan,4.9,167,1,1485.4242424242425,High,Expert
36232.0,2.1,81.0,18,8.0,Mobile App,India,41.0,Philippines,1.6,267,1,441.8536585365854,Medium,Expert
40405.0,2.8,22.0,11,9.0,Writing,UAE,5.0,Nigeria,1.2,192,1,1756.7391304347825,Medium,Expert
17847.0,2.4,59.0,12,4.0,Design,UAE,89.0,Canada,1.0,241,0,297.45,Medium,Expert
17420.0,1.7,86.0,3,6.0,Web Development,France,82.0,Ukraine,4.1,161,0,200.22988505747125,Low,Junior
32322.0,3.5,78.0,9,7.0,Design,India,63.0,Bangladesh,1.2,363,1,409.1392405063291,Medium,Senior
47159.0,4.5,89.0,6,5.0,Design,France,1.0,Canada,3.2,338,0,523.9888888888889,High,Senior
40608.0,4.8,29.0,4,8.0,Web Development,USA,,Nigeria,2.5,278,0,1353.6,High,Junior
24063.0,1.8,88.0,16,3.0,Web Development,Canada,81.0,Ukraine,1.6,454,0,270.3707865168539,Low,Expert
8467.0,3.9,44.0,17,8.0,Writing,Canada,46.0,Nigeria,4.0,134,1,188.15555555555557,High,Expert
45683.0,3.7,79.0,10,5.0,Web Development,UK,15.0,India,1.2,192,0,571.0375,High,Senior
12371.0,2.4,38.0,14,1.0,Web Development,Germany,69.0,Nigeria,2.3,401,0,317.20512820512823,Medium,Expert
29263.0,1.1,44.0,6,6.0,Web Development,Canada,17.0,Canada,3.2,391,0,650.2888888888889,Low,Senior
12416.0,3.8,77.0,17,2.0,Data Science,Australia,21.0,Philippines,2.6,88,0,159.17948717948718,High,Expert
9234.0,4.8,80.0,5,7.0,Web Development,Canada,53.0,Canada,2.0,41,0,114.0,High,Junior
34113.0,3.5,11.0,17,,Web Development,France,55.0,Pakistan,4.7,92,1,2842.75,Medium,Expert
28679.0,2.7,92.0,15,3.0,Web Development,Australia,87.0,Ukraine,4.7,214,0,308.3763440860215,Medium,Expert
35762.0,3.1,31.0,1,4.0,Writing,India,10.0,UK,2.7,348,0,1117.5625,Medium,Entry
13177.0,1.8,55.0,18,4.0,Design,France,81.0,Ukraine,2.6,0,1,235.30357142857142,Low,Expert
18768.0,4.0,23.0,0,4.0,Web Development,Australia,57.0,USA,2.2,334,0,782.0,High,Entry
12830.0,4.0,12.0,10,3.0,Web Development,Germany,65.0,Australia,4.4,398,0,986.9230769230769,High,Senior
21233.0,1.6,19.0,19,5.0,Writing,Singapore,37.0,Philippines,3.3,411,1,1061.65,Low,Expert
38447.0,4.5,78.0,4,9.0,Design,Germany,7.0,USA,1.4,163,0,486.67088607594934,High,Junior
27786.0,2.1,55.0,15,8.0,Writing,India,76.0,Pakistan,4.4,105,1,496.17857142857144,Medium,Expert
7110.0,4.9,52.0,0,2.0,Marketing,USA,40.0,Bangladesh,3.1,231,0,134.1509433962264,High,Entry
6930.0,2.5,67.0,18,9.0,Mobile App,UAE,50.0,Pakistan,2.7,479,1,101.91176470588235,Medium,Expert
40422.0,1.7,53.0,13,2.0,Mobile App,India,1.0,Philippines,2.4,45,0,748.5555555555555,Low,Expert
14328.0,2.4,33.0,2,7.0,Mobile App,India,20.0,Nigeria,1.4,204,0,421.4117647058824,Medium,Entry
43413.0,2.8,27.0,1,5.0,Web Development,Canada,31.0,Philippines,4.8,20,0,1550.4642857142858,Medium,Entry
31997.0,1.3,49.0,4,7.0,Writing,Brazil,68.0,Canada,4.0,176,1,639.94,Low,Junior
39756.0,3.3,1.0,16,5.0,Web Development,UK,12.0,Australia,1.5,166,1,19878.0,Medium,Expert
37118.0,3.4,93.0,17,6.0,Mobile App,USA,22.0,USA,3.0,293,1,394.8723404255319,Medium,Expert
46832.0,4.0,25.0,0,8.0,Design,Singapore,1.0,India,3.2,264,0,1801.2307692307693,High,Entry
27026.0,1.1,50.0,14,1.0,Design,India,1.0,Philippines,1.7,275,0,529.9215686274509,Low,Expert
30658.0,,46.0,8,1.0,Marketing,Brazil,3.0,Canada,2.7,339,0,652.2978723404256,,Senior
25532.0,1.2,25.0,4,5.0,Writing,Australia,76.0,Pakistan,3.6,7,0,982.0,Low,Junior
38346.0,3.8,83.0,12,1.0,Marketing,France,21.0,Canada,2.1,269,0,456.5,High,Expert
45436.0,1.2,91.0,18,3.0,Design,Australia,13.0,Australia,2.3,317,0,493.8695652173913,Low,Expert
30294.0,4.6,83.0,9,9.0,Mobile App,UK,61.0,India,1.5,211,1,360.64285714285717,High,Senior
5948.0,3.8,74.0,19,7.0,Marketing,Singapore,13.0,Pakistan,2.7,162,1,79.30666666666667,High,Expert
29361.0,3.0,73.0,13,6.0,Marketing,UAE,82.0,Pakistan,3.3,310,0,396.77027027027026,Medium,Expert
28641.0,2.8,60.0,11,8.0,Marketing,Australia,33.0,USA,1.5,44,0,469.5245901639344,Medium,Expert
9574.0,1.5,22.0,10,8.0,Writing,UAE,6.0,Ukraine,3.5,404,1,416.2608695652174,Low,Senior
6906.0,2.2,36.0,6,6.0,Writing,Singapore,25.0,Canada,2.6,232,0,186.64864864864865,Medium,Senior
32323.0,,40.0,16,4.0,Mobile App,UK,23.0,Australia,3.7,52,1,788.3658536585366,,Expert
23791.0,4.6,51.0,17,4.0,Mobile App,Australia,88.0,Ukraine,2.3,232,1,457.5192307692308,High,Expert
42068.0,,82.0,6,4.0,Mobile App,Germany,26.0,India,3.3,437,0,506.8433734939759,,Senior
32503.0,3.4,81.0,19,6.0,Marketing,France,4.0,Pakistan,3.5,341,1,396.3780487804878,Medium,Expert
47351.0,3.9,48.0,5,1.0,Mobile App,India,35.0,USA,3.8,170,0,966.3469387755102,High,Junior
34906.0,3.5,26.0,10,2.0,Writing,Brazil,75.0,Ukraine,4.0,5,0,1292.8148148148148,Medium,Senior
23812.0,1.3,5.0,11,6.0,Design,Brazil,25.0,India,1.5,438,1,3968.6666666666665,Low,Expert
43608.0,1.9,73.0,15,1.0,Mobile App,France,20.0,USA,4.9,43,0,589.2972972972973,Low,Expert
1882.0,2.0,65.0,18,9.0,Data Science,Australia,1.0,Philippines,4.4,90,1,28.515151515151516,Low,Expert
34671.0,4.3,23.0,18,6.0,Writing,UAE,68.0,UK,3.2,195,1,1444.625,High,Expert
42279.0,2.9,37.0,10,7.0,Web Development,Canada,23.0,Pakistan,4.6,3,1,1112.6052631578948,Medium,Senior
3792.0,2.9,27.0,15,1.0,Design,Canada,22.0,Canada,2.5,120,0,135.42857142857142,Medium,Expert
42279.0,,27.0,11,8.0,Writing,India,62.0,Pakistan,1.1,62,0,1509.9642857142858,,Expert
33687.0,,65.0,7,5.0,Mobile App,Germany,1.0,Nigeria,3.9,91,0,510.40909090909093,,Senior
12911.0,4.6,60.0,2,5.0,Marketing,Canada,59.0,Pakistan,4.8,246,0,211.65573770491804,High,Entry
37785.0,2.8,45.0,1,6.0,Data Science,Brazil,68.0,USA,1.6,218,0,821.4130434782609,Medium,Entry
15922.0,1.6,68.0,5,7.0,Web Development,UK,19.0,Pakistan,3.6,441,0,230.7536231884058,Low,Junior
42968.0,4.7,74.0,15,7.0,Design,India,30.0,Canada,4.3,437,1,572.9066666666666,High,Expert
32871.0,2.8,73.0,19,5.0,Mobile App,Brazil,1.0,Australia,4.6,336,1,444.2027027027027,Medium,Expert
6193.0,1.7,42.0,14,1.0,Writing,Germany,48.0,Australia,2.1,230,0,144.02325581395348,Low,Expert
34035.0,2.2,58.0,13,9.0,Writing,Canada,19.0,Nigeria,1.5,293,1,576.8644067796611,Medium,Expert
15318.0,1.2,1.0,1,6.0,Design,France,52.0,Ukraine,2.0,187,0,7659.0,Low,Entry
31738.0,2.9,14.0,19,9.0,Data Science,Canada,85.0,Philippines,3.3,307,1,2115.866666666667,Medium,Expert
31374.0,4.4,36.0,17,4.0,Marketing,UK,22.0,India,4.7,412,1,847.9459459459459,High,Expert
27215.0,4.7,70.0,13,2.0,Mobile App,Brazil,50.0,Bangladesh,3.3,167,0,383.3098591549296,High,Expert
28105.0,4.7,19.0,17,3.0,Design,Australia,66.0,Australia,4.7,454,1,1405.25,High,Expert
34817.0,1.5,97.0,1,4.0,Design,Canada,6.0,Canada,4.1,263,0,355.2755102040816,Low,Entry
31674.0,2.5,34.0,0,8.0,Writing,France,64.0,USA,3.4,104,0,904.9714285714285,Medium,Entry
10456.0,,33.0,19,3.0,Design,UAE,21.0,Nigeria,1.1,480,0,307.52941176470586,,Expert
39408.0,4.4,85.0,1,8.0,Web Development,Canada,19.0,Ukraine,2.3,223,0,458.2325581395349,High,Entry
11337.0,,30.0,8,6.0,Web Development,Germany,37.0,USA,1.2,418,0,365.7096774193548,,Senior
4216.0,3.5,86.0,8,4.0,Mobile App,USA,63.0,UK,2.3,465,0,48.45977011494253,Medium,Senior
4981.0,3.9,18.0,15,7.0,Design,India,29.0,USA,1.2,114,1,262.1578947368421,High,Expert
24782.0,2.7,67.0,10,5.0,Writing,UK,60.0,USA,1.7,378,0,364.44117647058823,Medium,Senior
7048.0,2.2,23.0,5,5.0,Marketing,USA,34.0,Nigeria,2.6,234,0,293.6666666666667,Medium,Junior
38105.0,4.8,83.0,11,9.0,Mobile App,France,1.0,India,3.1,271,1,453.6309523809524,High,Expert
8258.0,4.9,38.0,2,3.0,Data Science,Brazil,48.0,Canada,1.9,273,0,211.74358974358975,High,Entry
44168.0,,91.0,11,4.0,Writing,Australia,89.0,UK,3.9,442,0,480.0869565217391,,Expert
23677.0,2.9,53.0,0,5.0,Data Science,India,21.0,Ukraine,3.4,229,0,438.462962962963,Medium,Entry
24522.0,4.9,38.0,8,1.0,Mobile App,UK,34.0,Ukraine,3.8,216,0,628.7692307692307,High,Senior
41261.0,1.0,16.0,19,7.0,Web Development,UAE,26.0,Pakistan,3.9,33,1,2427.1176470588234,Low,Expert
6042.0,2.7,18.0,5,,Writing,Brazil,,UK,3.9,387,1,318.0,Medium,Junior
25976.0,1.4,47.0,10,6.0,Marketing,Canada,23.0,USA,4.7,196,1,541.1666666666666,Low,Senior
31284.0,3.0,34.0,2,9.0,Writing,France,81.0,Pakistan,1.9,382,0,893.8285714285714,Medium,Entry
23240.0,1.1,31.0,3,3.0,Mobile App,USA,47.0,USA,2.1,461,0,726.25,Low,Junior
25317.0,2.6,46.0,9,2.0,Writing,Brazil,76.0,Pakistan,1.4,448,0,538.6595744680851,Medium,Senior
48096.0,1.9,46.0,18,5.0,Writing,USA,44.0,Bangladesh,3.4,316,1,1023.3191489361702,Low,Expert
16552.0,3.1,63.0,5,9.0,Mobile App,France,20.0,UK,2.6,213,1,258.625,Medium,Junior
35653.0,5.0,45.0,0,1.0,Design,USA,27.0,Philippines,3.0,45,0,775.0652173913044,High,Entry
47576.0,4.2,34.0,7,1.0,Mobile App,Singapore,61.0,Bangladesh,1.7,404,0,1359.3142857142857,High,Senior
1171.0,4.4,93.0,7,3.0,Writing,Singapore,37.0,UK,3.6,332,0,12.457446808510639,High,Senior
663.0,,16.0,5,3.0,Marketing,UAE,84.0,UK,3.5,239,0,39.0,,Junior
41924.0,1.2,41.0,16,5.0,Marketing,UAE,52.0,Pakistan,2.1,253,0,998.1904761904761,Low,Expert
44502.0,1.8,28.0,18,,Mobile App,Australia,75.0,Australia,2.9,227,1,1534.551724137931,Low,Expert
5295.0,4.7,69.0,0,6.0,Writing,Australia,62.0,Pakistan,4.6,220,0,75.64285714285714,High,Entry
11134.0,2.5,16.0,14,8.0,Data Science,India,66.0,Ukraine,4.1,378,1,654.9411764705883,Medium,Expert
5298.0,1.4,80.0,12,8.0,Data Science,Singapore,24.0,Bangladesh,1.9,165,1,65.4074074074074,Low,Expert
22920.0,3.8,13.0,2,4.0,Web Development,Canada,80.0,Canada,4.5,72,1,1637.142857142857,High,Entry
29800.0,2.2,23.0,1,1.0,Mobile App,Australia,12.0,India,,224,0,1241.6666666666667,Medium,Entry
24845.0,2.1,56.0,2,7.0,Mobile App,Brazil,16.0,India,2.7,85,0,435.87719298245617,Medium,Entry
11249.0,5.0,49.0,8,6.0,Data Science,India,36.0,Bangladesh,1.3,80,0,224.98,High,Senior
39095.0,4.4,56.0,15,5.0,Data Science,France,2.0,Nigeria,4.7,443,1,685.8771929824561,High,Expert
25621.0,2.6,60.0,12,4.0,Data Science,India,89.0,Philippines,1.2,214,0,420.0163934426229,Medium,Expert
37987.0,4.9,38.0,18,6.0,Marketing,Singapore,62.0,Nigeria,1.6,163,1,974.025641025641,High,Expert
28911.0,3.6,54.0,17,8.0,Marketing,Germany,64.0,Ukraine,4.7,389,1,525.6545454545454,High,Expert
33861.0,,95.0,11,6.0,Web Development,Canada,29.0,Canada,3.3,239,1,352.71875,,Expert
21723.0,1.1,35.0,11,3.0,Web Development,Germany,74.0,UK,4.2,422,0,603.4166666666666,Low,Expert
7894.0,1.5,36.0,0,9.0,Design,Germany,87.0,Canada,1.1,412,0,213.35135135135135,Low,Entry
14556.0,3.5,13.0,19,3.0,Marketing,Brazil,31.0,Pakistan,2.7,410,1,1039.7142857142858,Medium,Expert
28880.0,4.6,26.0,7,4.0,Mobile App,USA,83.0,Bangladesh,4.9,68,0,1069.6296296296296,High,Senior
26535.0,3.5,82.0,16,5.0,Web Development,France,15.0,Australia,3.3,136,1,319.69879518072287,Medium,Expert
31120.0,1.5,30.0,19,2.0,Writing,Canada,55.0,USA,4.4,151,0,1003.8709677419355,Low,Expert
20377.0,1.5,72.0,6,,Mobile App,USA,33.0,Bangladesh,4.9,446,0,279.13698630136986,Low,Senior
43904.0,4.4,80.0,8,6.0,Design,USA,81.0,Bangladesh,3.7,402,1,542.0246913580247,High,Senior
31411.0,1.6,82.0,16,2.0,Data Science,India,52.0,Nigeria,2.3,96,0,378.4457831325301,Low,Expert
33284.0,3.1,43.0,9,1.0,Design,Brazil,20.0,Pakistan,2.2,378,0,756.4545454545455,Medium,Senior
3691.0,1.1,67.0,3,8.0,Mobile App,Brazil,73.0,USA,1.3,157,0,54.279411764705884,Low,Junior
33660.0,1.3,47.0,6,1.0,Data Science,UK,38.0,Canada,2.7,185,0,701.25,Low,Senior
25500.0,3.7,56.0,6,6.0,Design,UK,3.0,USA,4.7,167,0,447.36842105263156,High,Senior
39540.0,3.8,74.0,7,1.0,Design,Australia,54.0,Nigeria,2.9,243,0,527.2,High,Senior
4131.0,2.4,21.0,7,8.0,Mobile App,Brazil,66.0,Australia,4.6,118,1,187.77272727272728,Medium,Senior
6672.0,1.9,3.0,15,5.0,Web Development,France,18.0,UK,4.3,195,1,1668.0,Low,Expert
42580.0,4.3,80.0,11,3.0,Writing,UAE,87.0,Australia,4.9,287,0,525.679012345679,High,Expert
24061.0,1.9,71.0,14,5.0,Design,Brazil,83.0,UK,4.8,368,1,334.18055555555554,Low,Expert
25317.0,3.2,45.0,7,1.0,Writing,France,7.0,Pakistan,3.8,64,0,550.3695652173913,Medium,Senior
20781.0,4.9,58.0,8,1.0,Marketing,Singapore,35.0,Pakistan,4.5,161,0,352.22033898305085,High,Senior
29171.0,1.6,33.0,2,4.0,Marketing,France,84.0,Philippines,4.0,84,0,857.9705882352941,Low,Entry
25864.0,4.8,10.0,15,9.0,Mobile App,Australia,84.0,Nigeria,3.8,414,1,2351.2727272727275,High,Expert
42174.0,1.7,30.0,14,9.0,Mobile App,Singapore,83.0,Nigeria,3.9,58,1,1360.4516129032259,Low,Expert
27925.0,3.3,10.0,3,1.0,Web Development,Singapore,80.0,Australia,3.9,461,0,2538.6363636363635,Medium,Junior
29102.0,2.5,55.0,19,3.0,Data Science,Canada,85.0,Nigeria,2.5,281,1,519.6785714285714,Medium,Expert
23753.0,4.9,37.0,15,4.0,Writing,Brazil,60.0,Ukraine,2.7,149,1,625.078947368421,High,Expert
23972.0,2.1,20.0,9,2.0,Design,UAE,24.0,USA,2.2,417,0,1141.5238095238096,Medium,Senior
49730.0,2.6,93.0,10,7.0,Data Science,USA,39.0,Philippines,1.6,480,0,529.0425531914893,Medium,Senior
8580.0,4.9,9.0,4,3.0,Marketing,UK,12.0,Philippines,2.8,120,0,858.0,High,Junior
7599.0,3.1,25.0,10,1.0,Marketing,UAE,53.0,Bangladesh,4.6,268,0,292.2692307692308,Medium,Senior
25931.0,3.0,90.0,12,1.0,Writing,UAE,64.0,Australia,3.6,254,0,284.95604395604397,Medium,Expert
31686.0,2.0,7.0,14,3.0,Writing,Germany,4.0,Philippines,1.2,223,0,3960.75,Low,Expert
48184.0,3.8,7.0,5,6.0,Data Science,UAE,5.0,Bangladesh,4.2,54,0,6023.0,High,Junior
30611.0,1.1,59.0,15,4.0,Data Science,UAE,16.0,Bangladesh,4.7,135,1,510.18333333333334,Low,Expert
40351.0,1.2,71.0,14,1.0,Web Development,UK,27.0,India,4.3,189,0,560.4305555555555,Low,Expert
23114.0,3.4,33.0,10,7.0,Design,Canada,4.0,India,3.9,405,1,679.8235294117648,Medium,Senior
27224.0,2.4,15.0,19,2.0,Design,France,72.0,India,1.6,252,0,1701.5,Medium,Expert
42491.0,4.8,12.0,1,5.0,Design,Canada,48.0,Pakistan,2.4,488,0,3268.5384615384614,High,Entry
5440.0,4.6,86.0,1,8.0,Marketing,UK,8.0,Philippines,3.3,311,1,62.52873563218391,High,Entry
29258.0,3.9,75.0,11,7.0,Marketing,Germany,81.0,India,1.3,83,1,384.9736842105263,High,Expert
36724.0,4.3,90.0,15,8.0,Data Science,UK,46.0,Nigeria,1.4,404,1,403.56043956043953,High,Expert
8288.0,3.7,21.0,18,6.0,Web Development,UK,44.0,Nigeria,4.7,353,1,376.72727272727275,High,Expert
28582.0,1.5,95.0,1,,Mobile App,UK,67.0,Philippines,3.8,176,0,297.7291666666667,Low,Entry
24534.0,,26.0,16,9.0,Web Development,Australia,52.0,Bangladesh,2.1,93,1,908.6666666666666,,Expert
35979.0,1.8,63.0,13,6.0,Marketing,France,34.0,Canada,2.3,389,1,562.171875,Low,Expert
11780.0,2.3,1.0,15,9.0,Data Science,Germany,62.0,Australia,2.5,34,1,5890.0,Medium,Expert
18552.0,4.3,96.0,4,2.0,Web Development,India,21.0,Australia,1.3,410,0,191.2577319587629,High,Junior
17031.0,3.1,25.0,9,2.0,Data Science,Australia,24.0,Philippines,4.0,211,0,655.0384615384615,Medium,Senior
23304.0,4.4,91.0,16,2.0,Writing,UK,44.0,UK,1.7,125,1,253.30434782608697,High,Expert
29403.0,1.9,82.0,12,6.0,Writing,UAE,41.0,India,4.2,368,1,354.2530120481928,Low,Expert
45357.0,3.4,68.0,15,2.0,Mobile App,UK,29.0,Australia,4.4,229,1,657.3478260869565,Medium,Expert
10642.0,,96.0,8,3.0,Marketing,UAE,6.0,Bangladesh,3.6,167,0,109.71134020618557,,Senior
48855.0,3.6,83.0,3,8.0,Writing,Brazil,56.0,Nigeria,4.1,13,1,581.6071428571429,High,Junior
10366.0,4.1,29.0,15,8.0,Mobile App,Australia,14.0,USA,1.7,73,1,345.53333333333336,High,Expert
5031.0,3.3,7.0,10,4.0,Design,India,50.0,Bangladesh,3.3,51,0,628.875,Medium,Senior
45954.0,2.1,37.0,6,,Data Science,USA,78.0,Canada,3.7,361,0,1209.3157894736842,Medium,Senior
38598.0,1.1,60.0,16,8.0,Design,UK,52.0,Pakistan,3.6,206,1,632.7540983606557,Low,Expert
38778.0,1.5,80.0,12,1.0,Design,UAE,88.0,Australia,1.5,295,0,478.74074074074076,Low,Expert
28638.0,3.5,64.0,3,8.0,Mobile App,USA,77.0,Canada,2.4,42,0,440.5846153846154,Medium,Junior
27565.0,4.7,66.0,13,1.0,Data Science,Canada,1.0,Pakistan,2.3,367,0,411.4179104477612,High,Expert
30456.0,1.8,45.0,9,4.0,Mobile App,UK,12.0,Canada,3.3,441,0,662.0869565217391,Low,Senior
42232.0,3.9,89.0,9,6.0,Web Development,Brazil,24.0,Philippines,4.1,2,1,469.24444444444447,High,Senior
39761.0,4.5,94.0,9,7.0,Design,India,37.0,USA,3.3,398,1,418.53684210526313,High,Senior
11259.0,3.1,71.0,11,4.0,Data Science,Australia,84.0,Nigeria,4.0,428,1,156.375,Medium,Expert
5939.0,3.7,42.0,1,8.0,Design,Australia,70.0,Bangladesh,1.4,94,0,138.11627906976744,High,Entry
47741.0,4.3,58.0,8,,Web Development,Australia,76.0,UK,4.5,394,1,809.1694915254237,High,Senior
43033.0,2.0,45.0,4,9.0,Marketing,Australia,85.0,Australia,3.1,237,1,935.5,Low,Junior
28770.0,2.2,71.0,7,6.0,Web Development,Australia,3.0,Pakistan,1.1,166,0,399.5833333333333,Medium,Senior
13779.0,1.0,34.0,13,4.0,Marketing,Germany,27.0,Pakistan,3.6,18,0,393.6857142857143,Low,Expert
39779.0,4.9,38.0,6,2.0,Data Science,UK,53.0,Ukraine,3.1,206,0,1019.974358974359,High,Senior
44751.0,4.7,91.0,6,7.0,Data Science,Australia,17.0,Ukraine,1.9,229,0,486.42391304347825,High,Senior
24388.0,4.1,50.0,8,3.0,Web Development,France,15.0,Australia,4.1,403,0,478.19607843137254,High,Senior
18130.0,1.3,3.0,2,3.0,Design,France,39.0,Pakistan,4.7,213,0,4532.5,Low,Entry
35644.0,2.8,79.0,13,3.0,Writing,USA,4.0,Nigeria,2.3,454,0,445.55,Medium,Expert
31682.0,1.4,76.0,16,4.0,Design,Brazil,17.0,Philippines,3.0,55,1,411.45454545454544,Low,Expert
26038.0,1.1,83.0,17,2.0,Writing,Singapore,11.0,Ukraine,1.5,333,0,309.9761904761905,Low,Expert
12324.0,3.5,50.0,11,5.0,Mobile App,France,12.0,Ukraine,4.7,373,0,241.64705882352942,Medium,Expert
32625.0,4.8,4.0,13,3.0,Data Science,Germany,32.0,UK,2.3,131,0,6525.0,High,Expert
7479.0,4.6,54.0,12,5.0,Web Development,UK,27.0,Philippines,1.8,8,1,135.98181818181817,High,Expert
26689.0,3.8,19.0,13,7.0,Mobile App,Germany,44.0,Canada,2.9,230,1,1334.45,High,Expert
43100.0,1.4,23.0,8,9.0,Design,India,43.0,Philippines,1.2,152,1,1795.8333333333333,Low,Senior
13004.0,2.1,35.0,18,2.0,Writing,Singapore,49.0,UK,2.0,430,0,361.22222222222223,Medium,Expert
21169.0,2.3,33.0,1,9.0,Marketing,USA,73.0,USA,1.3,482,0,622.6176470588235,Medium,Entry
7410.0,4.1,53.0,10,6.0,Data Science,India,43.0,Nigeria,1.5,484,1,137.22222222222223,High,Senior
47357.0,4.2,33.0,16,6.0,Writing,Canada,3.0,Bangladesh,1.4,304,1,1392.8529411764705,High,Expert
35464.0,2.5,82.0,1,3.0,Design,Singapore,29.0,Bangladesh,4.5,410,0,427.27710843373495,Medium,Entry
20631.0,2.7,16.0,18,9.0,Design,USA,85.0,USA,4.7,283,1,1213.5882352941176,Medium,Expert
25727.0,1.2,4.0,6,4.0,Web Development,Germany,35.0,USA,2.9,471,0,5145.4,Low,Senior
6478.0,2.2,88.0,17,5.0,Mobile App,Canada,48.0,Canada,3.5,480,1,72.78651685393258,Medium,Expert
22491.0,2.8,17.0,12,3.0,Data Science,USA,74.0,USA,3.8,480,0,1249.5,Medium,Expert
17653.0,1.5,54.0,4,5.0,Web Development,Canada,87.0,Philippines,2.6,189,0,320.96363636363634,Low,Junior
34048.0,2.8,52.0,17,8.0,Writing,UK,39.0,Philippines,2.5,15,1,642.4150943396227,Medium,Expert
43176.0,4.4,49.0,15,8.0,Mobile App,Brazil,89.0,Ukraine,3.7,342,1,863.52,High,Expert
39571.0,,71.0,14,8.0,Data Science,UAE,24.0,UK,2.5,429,1,549.5972222222222,,Expert
47954.0,1.3,90.0,7,6.0,Writing,Canada,20.0,Philippines,3.3,202,1,526.967032967033,Low,Senior
4483.0,1.8,78.0,14,1.0,Data Science,France,15.0,Nigeria,3.1,173,0,56.74683544303797,Low,Expert
10003.0,2.9,44.0,0,,Data Science,Brazil,85.0,Bangladesh,3.1,167,0,222.2888888888889,Medium,Entry
30421.0,2.4,12.0,16,7.0,Marketing,Germany,76.0,India,4.3,338,1,2340.076923076923,Medium,Expert
17405.0,2.4,15.0,14,9.0,Marketing,France,18.0,Bangladesh,3.8,33,1,1087.8125,Medium,Expert
46338.0,3.1,85.0,13,8.0,Mobile App,France,60.0,Canada,4.8,470,1,538.8139534883721,Medium,Expert
24453.0,3.3,83.0,13,8.0,Marketing,Brazil,87.0,Nigeria,4.2,393,1,291.10714285714283,Medium,Expert
27306.0,4.2,12.0,9,7.0,Writing,USA,41.0,USA,1.6,228,0,2100.4615384615386,High,Senior
45500.0,2.4,19.0,1,2.0,Marketing,Australia,69.0,Canada,4.0,494,0,2275.0,Medium,Entry
22668.0,4.2,65.0,5,1.0,Web Development,Australia,75.0,UK,3.7,0,0,343.45454545454544,High,Junior
5083.0,,98.0,16,2.0,Web Development,India,11.0,UK,3.6,321,0,51.343434343434346,,Expert
39214.0,1.2,46.0,4,6.0,Web Development,Brazil,56.0,Canada,2.9,114,0,834.3404255319149,Low,Junior
49645.0,3.2,18.0,4,2.0,Data Science,India,18.0,Bangladesh,1.2,213,0,2612.8947368421054,Medium,Junior
40396.0,3.4,44.0,14,4.0,Design,UAE,12.0,Philippines,4.8,253,1,897.6888888888889,Medium,Expert
12389.0,,36.0,14,,Mobile App,Australia,16.0,Pakistan,4.4,144,0,334.8378378378378,,Expert
27913.0,3.9,53.0,19,6.0,Web Development,USA,27.0,Nigeria,2.9,46,1,516.9074074074074,High,Expert
12775.0,4.7,5.0,10,8.0,Mobile App,India,17.0,Bangladesh,1.6,279,1,2129.1666666666665,High,Senior
2961.0,4.6,13.0,4,6.0,Marketing,USA,85.0,Bangladesh,4.3,177,1,211.5,High,Junior
14791.0,3.4,3.0,0,2.0,Data Science,Canada,31.0,Canada,2.7,212,0,3697.75,Medium,Entry
47304.0,3.1,85.0,10,5.0,Mobile App,UAE,35.0,India,2.6,359,0,550.046511627907,Medium,Senior
11935.0,3.2,54.0,10,6.0,Web Development,Brazil,27.0,Nigeria,3.7,284,1,217.0,Medium,Senior
28435.0,4.9,99.0,5,9.0,Web Development,India,87.0,Canada,4.0,244,1,284.35,High,Junior
33953.0,4.1,33.0,7,6.0,Data Science,France,32.0,Ukraine,1.3,252,0,998.6176470588235,High,Senior
19044.0,1.4,26.0,1,5.0,Data Science,USA,17.0,Nigeria,,205,0,705.3333333333334,Low,Entry
12758.0,,6.0,14,1.0,Writing,Germany,11.0,Philippines,3.9,71,0,1822.5714285714287,,Expert
31341.0,1.7,2.0,8,5.0,Data Science,UAE,1.0,Pakistan,3.4,221,0,10447.0,Low,Senior
49258.0,2.8,46.0,14,5.0,Design,Germany,82.0,Pakistan,2.4,341,0,1048.0425531914893,Medium,Expert
49690.0,1.8,96.0,7,6.0,Design,Australia,49.0,Pakistan,1.7,214,0,512.2680412371134,Low,Senior
11236.0,3.8,1.0,15,7.0,Web Development,UAE,41.0,India,1.4,359,1,5618.0,High,Expert
38143.0,4.5,79.0,13,4.0,Marketing,UAE,20.0,Philippines,1.0,498,0,476.7875,High,Expert
44450.0,2.2,24.0,14,7.0,Data Science,Germany,71.0,Philippines,1.8,140,1,1778.0,Medium,Expert
35464.0,1.3,59.0,19,5.0,Design,UAE,37.0,Philippines,2.6,447,1,591.0666666666667,Low,Expert
28544.0,2.2,78.0,12,6.0,Design,Germany,16.0,Canada,2.0,155,0,361.3164556962025,Medium,Expert
40433.0,3.7,23.0,8,4.0,Writing,Australia,39.0,Pakistan,2.2,221,0,1684.7083333333333,High,Senior
